Topic,Words,Frequency,Timestamp
76,"отношения россии, армении, армения, отношений, отношения",1,2024-06-13 00:00:00+00:00
77,"орбан, виктор орбан, венгрия, внешней политики, оппозиция",2,2024-06-13 00:00:00+00:00
78,"евросоюз, опасаются, евросоюза, угрозах, европейских",3,2024-06-13 00:00:00+00:00
79,"цензуры, цензура, youtube, ютуб, блокировали",7,2024-06-13 00:00:00+00:00
80,"польшу, поляки, польша, польши, поляков",5,2024-06-13 00:00:00+00:00
81,"нарушениях, штрафы, нарушения, рекламе, нарушении",4,2024-06-13 00:00:00+00:00
84,"орбан, виктор орбан, переговорах, переговоры, переговоров",15,2024-06-13 00:00:00+00:00
85,"обороны, вооруженных, министра обороны, отставку, замминистра обороны",2,2024-06-13 00:00:00+00:00
90,"министр цифрового, министр обороны, цифровизации, цифрового развития, министр",5,2024-06-13 00:00:00+00:00
92,"урегулированию конфликта, оружия украине, поставки вооружений, стол переговоров, поставок оружия",1,2024-06-13 00:00:00+00:00
95,"концерт, праздником, исполнителей, искренне, музыка",1,2024-06-13 00:00:00+00:00
98,"российской стороны, отношения россии, мирном, отношений рф, telegram соловьёв",1,2024-06-13 00:00:00+00:00
101,"мужества, взвода, командира, наши воины, орденом",3,2024-06-13 00:00:00+00:00
102,"единой россии, единая россия, россии председатель, врио главы, секретаря",5,2024-06-13 00:00:00+00:00
104,"новостью, события, памятника, последнем, скандала",3,2024-06-13 00:00:00+00:00
105,"журналисту, саммите, дал интервью, спросить, журналиста",1,2024-06-13 00:00:00+00:00
110,"время героев, обучение, героев, руководители, участникам",3,2024-06-13 00:00:00+00:00
118,"отставку, отставке, премьером, премьер министр, премьер",3,2024-06-13 00:00:00+00:00
